gene,GSM1377859,GSM1377860,GSM1377861,GSM1377862,GSM1377863,GSM1377864,GSM1377865,GSM1377866,GSM1377867,GSM1377868,GSM1377869,GSM1377870,GSM1377871,GSM1377872,GSM1377873,GSM1377874,GSM1377875,GSM1377876,GSM1377877,GSM1377878,GSM1377879,GSM1377880,GSM1377881,GSM1377882,GSM1377883,GSM1377884,GSM1377885,GSM1377886,GSM1377887,GSM1377888,GSM1377889,GSM1377890,GSM1377891,GSM1377892,GSM1377893,GSM1377894,GSM1377895,GSM1377896,GSM1377897,GSM1377898,GSM1377899,GSM1377900,GSM1377901,GSM1377902,GSM1377903,GSM1377904,GSM1377905,GSM1377906,GSM1377907,GSM1377908,GSM1377909,GSM1377910,GSM1377911,GSM1377912,GSM1377913,GSM1377914
ENSMUSG00000034908,6.324,3.72947,13.8804,17.5822,6.36824,7.11362,0,3.18784,5.88798,11.2428,9.73182,24.4226,5.53053,6.73322,8.66819,0.237355,2.46908,6.31236,12.6631,8.8161,19.3903,0.100422,3.3265,0,5.30508,0.316154,1.77466,59.2539,0.642639,23.8913,45.3376,42.3886,6.01543,17.7513,23.2408,13.5181,28.0422,1.97971,0.280904,12.5095,10.2862,1.99866,12.0064,17.3192,5.56951,23.4392,9.90576,15.7296,4.65143,1.81432,20.5053,165.89,22.5381,0,15.0239,16.6549
ENSMUSG00000034910,4.31873,4.60545,4.12465,4.74932,2.78526,2.30398,0,5.14901,2.25898,0,0.0167598,0.0401871,0,0,0.873517,0,1.02212,0.230935,0.0606045,0.19842,0.745624,0,5.27226,0,0.502903,6.01403,2.31926,3.77105,4.21382,0,0.023453,0.0253179,0.0271241,0,0.0562073,0.0269228,0,0,0,0,0,1.75896,0,0.0234171,0,0,0,0.0221478,0,0,0,0,0,0,0,0.0615398
ENSMUSG00000034911,0,0,0,0,0,0,0,0,0,0,0,0,1.08565,0,0,0,0,0,1.30144,0.659763,0,0.0365098,0,0,0,0,0,0,0,0,0.753573,0.0476005,0.0515032,0,0,0,0,0,0,0,1.70295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000034912,0.998231,6.84637,28.4356,4.60695,3.00208,16.8672,2.06006,4.39668,5.27775,1.43164,1.34353,0.055294,0.0579047,0.108236,0.47299,2.72392,1.13193,4.02052,0.0265858,3.12849,8.38117,0.729631,1.04399,3.01799,2.03311,14.8742,1.29571,0.0397927,1.63002,0,0,0.0387811,0.104832,0.0376389,0.16735,0.0821974,0.103917,0,0.0413123,0.150824,0.0645498,0.0619429,0.0745938,0.0660725,0.0298567,0,0.024841,0.09038,0.0665377,2.22314,0,0.0245692,0.0184471,0,0,0
ENSMUSG00000034913,24.7869,14.1879,10.6124,35.1844,9.71479,45.1201,0.163902,13.4543,12.0095,0,0,0,0,0,1.95928,0.136013,0,0,0.324354,0,0,0,0,0,0,0,1.25093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000034917,0,0,0,0,0,0,0.0928123,0,0,0,0,1.98894,0,0.392179,0,0.07383,0.387207,0,0.512383,0.160725,9.83937,1.45895,0.0926108,0,0.801958,0,0.116074,4.1,0,0,0.065957,0,0.0767757,0.0709397,0,0,0,0.0960251,0.0966701,0.0842727,0.089392,0,0.202294,0.0839484,0.0759372,0,0.164282,0.176291,0,0,0.175775,4.69403,0.518231,0,0,0
ENSMUSG00000034919,0,0,0.496971,0,0,0.237463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100621,0,0,0,0,0,0,0,0.704722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000034923,0,0,0,0,0,0,0,0,0,0.420468,0,0,19.2037,0.158212,0,0,0,0,0,4.41384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1993,0,0,0,2.9922,0.926369,0.526842
ENSMUSG00000034926,0.0710214,0,0,0,0.0867848,0,0,0,0,0.982753,0.0482342,5.11057,3.22E-08,3.5037,0.143121,7.5642,2.62082,0.0526493,0.233067,0,5.63E-08,2.64079,0.0605952,0,0,0,5.57E-09,0.0371908,0.258258,0.264146,2.13684,0.0520004,0.173542,9.48E-08,6.49031,0.109768,5.56E-09,3.20E-08,3.07E-08,0,0.244078,0.0558872,0.40186,0.0581404,0,0,0.0498158,0,0,6.09E-09,2.19631,1.35E-08,16.2302,0,0.0902206,0.137629
ENSMUSG00000034928,26.4536,26.1162,72.1963,44.0965,42.3704,27.6406,0,28.9849,10.6782,18.862,3.14744,30.4325,20.5684,20.9045,32.9991,14.3094,9.05473,12.0671,23.4028,1.347,15.992,12.0748,11.1124,21.9434,11.7463,122.328,11.5865,4.12735,10.3146,19.4412,10.2103,15.8496,15.954,24.9108,31.83,29.5244,14.0046,7.01916,25.2587,5.76622,24.7684,13.9679,10.5302,3.38448,5.1901,21.6791,32.5068,15.8177,4.38627,9.48815,22.342,5.66167,13.0392,0,0,0
ENSMUSG00000034930,0,0,0.0748961,5.68302,3.94425,0,0,2.25645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087165,0.0709602,0,0,0.492977,0,0,0,0,0,0,0.427772,0,0,0,0,0,0,0,0,1.63572,0,0,2.1848,3.59781,0,27.2388,0,0,0.794588
ENSMUSG00000034931,52.5282,36.9261,72.9235,55.8343,35.5856,32.6691,33.0595,28.8907,52.085,34.6102,32.4571,40.8241,63.4925,65.3129,51.1757,23.1863,44.6697,37.0728,55.0951,28.545,33.3377,38.6818,41.7683,39.1058,58.3212,39.7542,75.5963,46.5411,73.0673,45.4913,67.9076,54.4188,58.089,60.5269,39.6746,30.5921,47.5772,35.9927,41.0424,64.1747,40.5221,51.0736,105.697,70.6542,107.398,34.5707,37.7086,49.556,43.6848,29.5347,25.1772,84.4132,15.5832,0,0,0
ENSMUSG00000034932,46.5705,47.9959,34.7937,32.8664,38.3677,22.7553,0,93.5223,36.0664,36.0472,38.6818,41.8153,63.3281,48.1203,25.8007,1.0427,1.89893,1.09071,14.0475,0.951609,7.30207,90.5207,17.6736,115.425,81.5498,10.3458,63.4949,155.912,135.784,109.569,87.0807,132.244,107.497,149.056,148.086,140.095,98.6045,131.042,165.001,96.8551,138.153,180.279,152.312,171.87,88.2015,198.133,166.12,218.778,154.762,211.578,192.033,321.594,199.832,0,309.83,1.66696
ENSMUSG00000034936,10.314,6.07343,17.0263,1.80438,3.36296,0,0,18.4677,3.18956,0,45.7856,2.77358,4.64749,0.153473,0.684576,0,21.6074,16.7542,2.65104,42.7851,0,0,46.6584,0,3.9885,1.49683,3.5266,25.6187,0,6.26884,0,17.4628,0,0,0,0,0,0,0,0,0,0,0.201058,0,0,0,0,0,0,0,6.10895,0,16.9459,0,0,0
ENSMUSG00000034940,10.7376,4.4443,5.67179,2.64444,3.94139,10.2455,2.68271,4.4828,11.0128,1.73348,1.50351,2.55334,46.7601,11.5276,2.90701,8.61397,6.27713,1.59428,6.92697,7.75287,0.0521026,8.79391,0.288358,0.0557569,17.2189,1.07211,4,0.0183089,0.778186,2.10898,0.333515,1.98997,3.90357,5.75162,0.188474,0.528222,1.94708,1.48205,8.93109,1.52032,1.41762,0.530266,1.52043,7.87268,6.60841,1.30213,0.360403,0.353027,1.66697,0,1.42125,0.29461,1.4991,0.126171,0.160317,0.140686
ENSMUSG00000034947,18.925,4.29566,15.6335,9.21419,7.27198,15.1931,0.0823061,11.4231,4.85409,13.0366,27.872,42.0781,47.1531,30.5699,30.6256,0.408088,38.6767,10.7982,10.5877,17.013,46.0757,11.7324,0,28.2309,2.96987,174.026,11.4859,71.3272,36.5219,24.0413,39.6596,33.977,54.7461,6.35272,22.1888,21.2843,43.3669,1.12089,13.2711,0.9423,1.40494,47.1648,6.77267,12.6462,26.4938,39.0853,60.9331,28.4253,32.9418,0,35.044,0,33.9846,0,0,0
ENSMUSG00000034949,0,0,0,4.59341,0,0,0.075882,1.87298,0,0,0,0,0.0990976,0,0,0,0,0.0690084,0.0658386,0,0,0,0,0,0,0,0,0,0,0,0,0.0368643,0,0.0365482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37533,0.781134,0,0,0,0.831927
ENSMUSG00000034951,0.254634,5.35253,4.97871,3.01932,6.44199,2.28057,0,4.48352,0,9.44073,1.72705,0,0.137195,9.58659,3.44458,9.6821,1.92175,3.14069,14.077,1.82525,0.138484,18.989,0.949756,0,0.079589,0.0791196,5.99629,1.42221,15.8382,13.7009,0.650716,5.36254,4.71841,0,0.178247,1.64184,0,0.0992418,0.220633,29.1745,0.970803,2.66532,4.15295,0.84726,3.44198,3.57185,1.51497,3.41165,17.8437,22.2869,36.4336,11.0014,19.0026,0,0,0
ENSMUSG00000034957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69879,0,0,0,0,0,0,0,0,0,0,0.501885,9.93569,0,5.66231,0.201643,10.4927,0.214477,1.47968,0.270208,17.6456,0,10.2025,12.5975,2.15614,9.7355,9.12515,22.5834,9.32814,0.11542,0,0,6.78594,30.2699,1.44833,0,0,0
ENSMUSG00000034958,0,0.0636897,0.0360457,0,0.488035,0,0,0,0,0.0576276,10.2371,0.23015,0,3.60971,10.3036,0.441032,4.90007,0.192949,0.0952817,0,0.0533785,0.522906,0,0,0.476636,1.03696,0,0.818205,0.15298,10.6803,0.386787,0.649078,0.309299,0.229177,0,0,1.58E-72,0.235619,0,0,0,0,0,0,0,0.0580227,0,0.411444,0.470092,0,0,0,4.37038,0,0,0
ENSMUSG00000034959,30.9391,30.0599,21.2705,10.861,18.4058,21.7329,0,13.0509,8.98487,6.26795,9.31118,0,0.156642,0.405115,1.28012,0,8.42517,0.280719,7.97887,0,25.0669,0,0,0.0783853,17.3514,0,4.731,0,1.19641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000034968,1.05951,5.59326,0,0,1.36826,0,0,4.19443,0,9.59577,4.20317,9.18406,0,9.38424,0,0,0,12.7465,4.6172,0,0,0,99.3466,25.1745,10.0319,131.813,11.5692,31.4241,11.6489,11.7045,2.93577,0,4.02511,44.4856,21.9082,35.5978,5.52846,0,0.951603,22.3474,35.0218,5.2855,0,0.41388,18.2755,0,0,36.6779,0.754145,0,2.17373,0,7.69465,0,0,0
ENSMUSG00000034973,10.1946,5.8259,7.92092,7.74556,4.8814,8.38991,2.65922,5.40024,6.70103,1.71399,3.91469,0.718318,11.4936,3.8844,0.82396,3.70146,0.493521,3.45807,3.43162,2.77422,13.9474,5.72882,8.316,12.77,3.16594,12.0465,4.98244,10.1989,5.37742,0.988904,4.10245,0.023858,0.12106,2.18213,0.386618,3.30544,0.0218693,6.42689,0.138965,4.9401,2.05571,0.135534,2.0426,1.60946,6.46292,0.361279,0.299491,5.07E-38,2.08008,0.0184718,2.40331,0.0182363,0.706902,0,0,0
ENSMUSG00000034974,3.59584,0,0.328162,7.04303,0,0,0,5.54014,2.70935,0.588107,3.67414,1.81004,0,1.52407,4.31683,2.0945,2.88092,15.123,9.15597,0,4.32211,0,0.984713,0.291217,1.35081,0.319303,1.04145,0.157871,0,5.36617,10.7968,3.03177,8.22124,1.45212,3.59344,1.75853,26.1817,14.2781,2.35745,0.444986,1.18973,0,0,1.80442,0,0,0,2.57062,1.75316,0.64079,7.63235,2.12235,10.0508,0,0,0
ENSMUSG00000034981,0,0,0,0.677761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361229,0.041083,0,0,0,0,0,0,0,0.7646,0.0363818,0,0,0.751923,0,0,0,0,0,0,0,0,0
ENSMUSG00000034987,0,0,0,0,0,1.59926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000034990,11.6143,8.76859,10.5592,13.7214,10.7097,9.5653,0,18.8199,4.79921,0,0,0,0,0,0,0,0.755568,0.149662,3.58136,0,0,0,0,0,0,3.19815,0.0492012,18.7661,0,0,0,0,0,0,0,0,0,0,0,0.731582,0,0,0,0,0,0,0.146095,19.6614,2.62003,0,0,0,0,0,0,0
ENSMUSG00000034993,0,0,0.0569571,0.177943,0,0.183192,0,0.478937,0,0,0,2.4571,0.220406,0,1.02916,0,0.885732,0,0.871951,0,0,3.78E-90,0,0,0,0,0,0,0,3.83393,1.47029,1.91004,5.81502,1.89755,12.6351,0.359752,6.59871,0.344448,1.78518,1.08858,6.97607,0.654401,0.439502,0.738996,11.342,0.609154,5.60074,2.08606,2.12346,0,10.4916,0,10.2114,0,0,0
ENSMUSG00000034994,5.01048,16.1301,21.3045,13.9041,14.6426,9.94662,7.0854,13.6955,17.8991,77.614,49.4342,58.471,59.3956,57.7532,100.433,36.8661,16.7086,68.761,73.1077,33.7412,30.9222,53.5811,14.309,21.072,7.79876,55.3918,18.6889,91.1985,103.98,108.059,79.6739,58.7816,107.989,92.1189,134.283,117.169,117.005,172.292,33.0645,137.39,124.302,109.594,53.0908,57.3606,146.678,61.7341,111.487,70.3705,125.838,104.648,197.881,241.651,198.398,3.7674,247.514,255.458
ENSMUSG00000034998,61.3367,56.5523,76.3612,62.0177,46.0152,76.7925,30.2892,49.9513,59.1564,56.7659,41.0296,32.0515,27.0552,37.2557,38.5421,61.9441,51.7852,32.4379,43.0707,96.5935,108.39,70.8572,34.3808,35.6537,27.6895,47.3693,35.4924,21.5412,108.461,25.8673,38.3243,30.7375,19.909,12.3163,46.1912,21.3208,29.7036,66.6494,31.6587,40.6451,30.401,26.0029,22.1606,28.4027,29.5041,26.5863,23.6477,14.9998,21.3858,0,16.7822,26.3251,19.0404,0,0.160257,0
ENSMUSG00000035000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735199,10.853,12.0796,0.033775,0,0,0,0,0,0,0,0,0.074661,0,0.0317952,30.3681,0.0126603,7.54817,0.0267747,0.0207406,0,0,0
ENSMUSG00000035004,0,0.4494,0,0.315925,0,0,0,0,0,0,0,0,0,0,0,0,0.466546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.678676,0,0,0
ENSMUSG00000035007,0,1.81E-47,0,0,0,0,0,0,3.76302,3.97565,4.62386,5.64187,5.49086,17.4281,5.36266,0.743407,0.592464,16.721,19.2837,0.235048,21.9368,21.2121,14.4141,2.17319,0.268071,0.0853237,2.68734,12.4237,0.108687,1.29186,1.91901,20.9264,6.75002,20.7822,9.64372,8.75455,15.6922,0,0.329369,0.0730639,0,12.6884,0.251186,0.140626,8.22003,0.489022,18.0319,0.215549,4.18346,0.030146,4.33424,0,7.00197,0,0,0
ENSMUSG00000035011,0.267871,0.262528,0.495929,0.339513,0.676471,0,1.63633,0,0,1.86254,1.55802,1.04758,2.66027,6.94583,4.42853,2.21636,3.96924,5.43622,8.43177,4.62065,1.86956,0.474237,4.4478,0.142643,9.46752,1.06209,8.38832,8.45681,1.86492,2.10892,4.58244,3.80344,5.43854,3.45439,3.94946,6.35434,5.4242,1.13299,7.04955,5.79318,3.1614,2.588,1.31864,6.8468,1.84536,6.39513,1.69423,1.11419,1.76229,0.0535985,2.16904,0.418758,2.29065,0,0,0.10574
ENSMUSG00000035021,31.7642,22.5133,44.6436,32.9521,37.6136,38.3652,0,37.1362,35.4697,66.0389,83.9582,57.8774,54.4234,83.5314,86.0753,56.6878,42.0936,66.7209,68.57,91.1481,29.3322,79.3842,79.5448,121.888,74.5915,50.3864,74.7475,72.5858,97.5966,73.3365,37.3436,70.0104,57.7343,42.3448,43.7291,65.251,53.147,33.5094,21.7249,118.742,86.5698,30.6307,31.2583,31.4951,81.4088,105.918,59.836,13.4238,77.5032,18.228,46.5143,136.405,37.5609,2.04296,2.6029,165.773
ENSMUSG00000035024,23.7046,19.9556,21.9016,16.924,27.7846,24.165,0.214839,22.3422,19.4028,0.991848,4.13347,4.58383,12.129,17.5231,2.28308,3.48786,10.3074,6.13045,3.98292,1.12473,25.4261,5.74666,8.22491,21.0453,0,4.69501,6.82683,24.4396,0.0509898,1.9814,7.19207,19.3578,9.09861,8.18315,9.83174,1.57747,8.97788,19.1289,10.2675,14.0578,15.2251,10.2087,6.44831,3.84386,15.4614,4.91771,17.7794,8.96378,5.7365,0.204112,10.6674,65.6118,9.30175,0.186736,12.639,0
ENSMUSG00000035027,2.95108,2.06131,5.62824,0,3.11193,17.2237,25.0108,0.266529,4.64664,16.2528,12.7007,15.7846,37.5217,24.1006,18.2696,5.00646,5.56682,40.606,33.5647,14.6559,0.580721,22.3494,9.04794,0,0.366132,0,1.56234,98.6952,32.246,15.2074,19.9929,30.2815,13.9934,29.9612,38.3902,33.927,46.9418,33.9951,32.1587,36.1733,48.5228,40.9173,19.3083,23.1748,33.4632,44.9369,12.5575,50.9425,48.2208,0,28.3113,47.6174,65.2446,0,0,0
ENSMUSG00000035031,0,0,2.09224,0.617557,0,0,0,0,1.06456,0,9.45433,0,0.213662,0,0,0,1.6883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000035032,12.1671,2.92822,33.447,6.40254,2.00017,9.11961,0,10.6905,30.566,2.27453,11.9478,0.508324,1.12825,0.268816,0.502301,1.38242,3.02515,0.698076,1.93749,0.447088,0,3.37511,0,0,0.195139,0.0916224,3.76179,0.253136,23.4466,0.810418,0.193544,21.2318,0.730427,0,0,0.965631,3.14265,0,6.95982,0,0,0,0,0,0,0.608337,0.329558,0,3.23539,1.56E-208,2.53575,0.0639713,0,0,0,0
ENSMUSG00000035033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000035041,0,0,0,0,0,0,0,0,0,2.50785,2.54675,5.41234,2.36079,2.03791,29.9874,2.25352,3.24818,0.0944779,3.66152,0,0,3.03064,0,9.95167,1.59326,0,0.0618159,21.7276,7.6587,0,0,4.37682,0.0901196,8.34198,0.0970717,1.15437,0,0,4.75502,0,0,0,0,0,0,0,15.9303,0.0972962,10.745,0,0,0,0,0,0,0
ENSMUSG00000035042,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000035045,1.5909,1.42128,0.390429,0.465721,4.29535,4.07607,25.7095,1.46362,0,0.0736677,0,1.23673,0.0310765,6.35846,2.57624,4.15763,0.326407,2.65552,3.04541,0.23615,5.87612,0.387362,0.0896918,0.673061,56.4183,4.15993,0.088663,6.32145,0.309272,0,0,1.28261,0.158549,0,0,0,0.901917,0,9.25104,0,0,0.0238257,1.65871,0.025091,0.0229051,0,0,0,0,0.0096993,2.37687,0,0,0,0,0
ENSMUSG00000035047,1.44902,0,0,0,0,0,0,0,0,4.50925,9.25346,3.02843,1.88523,2.91623,17.7786,0.170777,0.906512,6.66724,16.1149,6.46581,6.73628,7.82222,19.7269,0.802189,29.6416,9.34E-06,7.40626,12.6988,14.2873,4.07952,4.37291,11.3866,10.986,0.0910625,15.1579,7.2696,0.622002,3.52765,7.66779,34.5134,0.98668,2.91686,6.07484,20.9495,13.534,4.52257,22.5458,3.90036,21.1668,4.30E-08,1.06593,73.4618,5.35708,0,0,0
ENSMUSG00000035048,67.6384,45.1831,106.286,15.1179,96.6001,62.974,50.6557,28.2431,41.8274,43.9211,72.881,62.7722,65.4517,75.7946,44.5032,4.93566,54.1604,103.56,78.8599,13.597,80.4975,36.194,55.8724,171.719,168.482,209.267,50.0386,41.3806,81.9412,97.4917,59.9504,74.9812,88.2635,97.0614,34.7809,76.6961,52.576,70.0642,79.0531,91.5173,103.91,79.004,110.278,102.272,55.4149,114.524,92.5723,179.553,79.4393,76.4347,166.775,246.933,121.176,0,276.791,177.291
ENSMUSG00000035049,0,0.950914,1.07641,1.45456,2.28365,2.5261,0,0,2.6333,38.2202,10.5131,19.4888,20.7366,25.9681,27.2967,9.81347,22.8333,7.92244,21.5946,17.4107,1.49891,19.0401,0.637399,2.92477,0.673413,32.2607,11.9667,6.4871,6.76021,23.2334,21.8969,24.8357,24.0448,47.3272,32.4158,34.682,39.2428,53.8697,26.3909,38.464,26.103,15.3719,22.7392,13.5715,20.0766,17.1454,40.5842,16.4658,22.9116,0,12.9061,0,18.992,0,0.0759376,0
ENSMUSG00000035051,32.3983,31.6394,32.7474,24.7985,28.3677,26.4534,0,34.6909,25.116,13.5845,5.73752,10.4344,10.4937,4.79957,7.82522,14.9202,6.25663,7.0545,15.3722,7.97228,0.834129,15.9619,18.2731,9.11522,0.94467,13.9062,14.2224,4.06936,14.904,13.5789,10.7374,13.3342,8.97435,8.83638,18.2299,11.1935,15.5809,9.29298,5.29808,12.9496,3.15073,7.55485,2.82948,3.94849,6.91287,16.8305,18.1927,9.50424,14.6855,0.315574,9.92814,0.0378098,3.75376,0,2.01319,0.987189
ENSMUSG00000035057,3.60019,8.12609,12.4594,16.419,8.46973,14.8492,0.107669,2.46393,2.16407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.91513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000035062,14.8333,12.9692,17.9654,11.3341,14.7254,7.52988,0,11.2722,10.3095,0.0978527,0.136708,0,18.3976,0,0,0,0,0,0,0,0,0.0542768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0777759,0,0,0,0,0,0,0,0,0
ENSMUSG00000035064,161.894,182.043,137.991,245.432,218.759,154.813,0.330865,164.618,146.494,17.064,7.59635,4.8487,19.1403,41.8943,11.6504,144.666,9.73553,16.5706,62.962,36.2735,11.0857,19.4282,133.169,0.375885,5.65312,5.32122,7.22947,0,0.774438,0.727729,0,0,0,0.233216,31.9207,12.2807,50.3898,0.57289,14.7047,0.0323393,0,0,0,0,0,0,0,0,0,0,28.4874,0.313373,0.753241,0,0.0459838,0
ENSMUSG00000035067,0,0.673638,0,0,0,0,0,0,0.5799,0,2.16924,2.16876,0,0,1.09266,0,0.828443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46521,0,0.609513,0,0,0
ENSMUSG00000035069,68.9543,74.7648,53.7943,94.4321,66.7836,72.8181,0,107.297,54.9661,0.843773,18.6477,0,20.9906,13.6468,10.0653,0.487937,8.10032,0.115307,7.49623,0,48.7499,0.877023,14.983,0,0,2.66981,0,0.0824141,0,9.91625,29.7627,1.08689,23.5877,12.0671,16.6172,34.0226,24.5456,71.2938,3.87446,3.16432,3.21473,0.359608,0.589759,21.2347,9.58418,35.4508,25.0465,1.60981,1.67063,78.2023,36.0486,0.536014,35.5034,4.42117,1.78029,0.927208
ENSMUSG00000035078,10.1608,12.9305,25.3782,8.81038,10.2352,13.6686,0,6.90158,6.71374,0.859081,3.63709,9.42933,2.66852,0.084303,0,1.34349,7.26726,3.88454,1.7815,0.14469,0,0.350298,0.0830394,0,0,0.103829,1.96097,2.37723,1.20297,0.113249,1.24542,1.96302,0.0963918,9.33005,0,0.0956053,0.487783,0.226799,2.33919,0.29492,0,0.0902669,1.334,22.767,1.52959,0,0,0,0,0,13.0157,0.0820606,11.5452,0,0,0
ENSMUSG00000035086,91.8605,101.16,41.5547,64.6888,124.459,106.808,157.99,71.8901,101.036,56.386,72.8789,42.5534,62.1808,17.411,44.178,119.618,67.4816,53.6039,65.7033,85.5789,70.9274,77.7275,138.612,43.1678,65.2159,28.7107,37.4107,53.829,169.909,20.3318,76.0162,27.1685,57.5833,18.6125,21.7012,34.662,5.31312,6.962,59.8356,109.273,84.7205,15.5334,14.9204,7.06581,2.77536,10.3465,15.6579,58.505,7.16689,0.24748,70.3838,0.0885243,82.4824,4.00403,2.15565,431.414
ENSMUSG00000035093,27.7123,18.3546,22.986,19.6714,25.5828,25.4025,20.6204,24.629,25.7234,26.4244,14.1737,8.51921,8.12299,21.9415,16.9283,19.9253,14.1056,12.3914,16.4791,12.8648,23.8931,7.37619,2.50159,10.6406,8.74425,15.9238,21.9222,38.3957,12.1462,2.07766,10.6733,4.27696,9.7116,6.52976,6.37197,1.92168,21.2808,17.3049,6.39345,17.2891,4.51916,0.278309,1.34464,1.11612,5.28652,7.2051,1.95388,3.23922,5.11874,0,2.87929,0.404762,6.64667,0,0,0
ENSMUSG00000035095,4.03937,4.69657,16.0656,3.4482,6.05713,4.5867,0.0406329,2.53908,5.08487,1.04766,0,0.0720347,0,1.98312,0,0,6.88376,0.491688,7.78112,0.0610825,0.0396302,0.0262573,0,0,4.26903,0,5.29747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701824,0,0,0,0,0
ENSMUSG00000035104,0,0,0,0,0,0,0,0,0,8.9232,7.10627,12.6799,13.1626,30.5281,38.1135,66.0691,0.532315,42.4508,30.2431,25.446,2.66128,17.409,11.5632,39.857,0.232225,37.9,12.2989,15.1554,91.1093,38.6098,3.03635,0,28.7677,13.3629,3.74638,29.435,18.1834,0.159366,0.314846,0,9.09475,0.664165,1.40374,19.2991,26.0379,33.339,49.3907,14.3945,23.5911,38.6835,55.8775,0.350815,64.7217,0,0.196503,0
ENSMUSG00000035105,0,0,0,0,0,0,10.6016,0,0,0,0,0,0,0,0,0,0,0,1.46298,2.19019,0,0.110245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102516,8.98069,0,0,0,7.06588,0,5.9146,0,0,0
ENSMUSG00000035107,20.5217,21.4819,37.5346,22.2041,30.7387,26.9214,10.6709,23.873,14.5385,2.8826,26.6495,13.0837,12.2213,7.72688,22.0607,5.15615,5.85829,6.93268,2.49201,24.4011,1.58814,5.97957,0.345411,0.168206,0,0.0957518,0.0940139,6.44539,2.88012,0.189963,9.5038,0,0.672482,3.58302,0.806562,0.0851554,0,0,0,0,0.399472,0,0,0.544082,2.14987,0,8.26099,0.0270012,3.69175,8.62216,1.51549,0,9.16177,0,0,1.91E-06
ENSMUSG00000035109,1.9591,4.16389,1.89225,0.769782,2.18943,0,0.352885,3.80861,0.373443,0,0,5.04636,0,0,0,0,0,0,0.450079,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.16E-09,0,0,0.145175
ENSMUSG00000035112,0.300343,0,0,7.44369,0.245549,9.69471,0,5.45437,4.9072,0.852496,0,7.54911,0.515347,0.231021,1.12497,0.560674,1.13215,28.5997,3.44757,0,0,0,1.96868,0.778854,0,0,0,22.381,4.3772,0,0,0,0,0,0,0,0,0,0,0,0,0.072293,0,1.15E-07,20.4749,0,0,0,0,0,1.38186,0,2.71968,0,0,0
ENSMUSG00000035121,0.132463,0,0,2.33126,3.90856,0.246646,0,7.68344,0.379983,0.356335,0.405408,2.08389,0,0.641556,1.14985,0.729437,0,0,2.45625,0.16661,0,18.0816,14.8678,0,0.094778,0,0,0.14166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.493809,0,0.0917649,0,0,0,0,0
